-9.738347677217326082e-01,-7.128158963556818772e-01,-3.643223421157767428e-01,-6.210662031239982950e-01,7.416762601836428548e-01,-9.294603370888769589e-02,1.182796556511677734e-02,9.994402925410660332e-01,6.668477389477772688e-01,-2.440859482689152204e-01,0.000000000000000000e+00
-9.060028148441973128e-01,-5.944355322620490378e-01,-2.926317113974792883e-01,-5.369921800897748954e-01,5.729638208483216477e-01,-2.102151497701934268e-01,1.015397626485841634e-03,9.999958758649709623e-01,8.017222863775049779e-01,-2.494923011431359194e-01,0.000000000000000000e+00
-9.999873719503952207e-01,-8.387519071326919873e-01,-3.964542831300625902e-01,-7.046964238807168490e-01,7.096545743456497135e-01,-7.302777025075234130e-02,-1.221607094181995957e-02,9.994029516727538365e-01,5.848404114088759931e-01,-2.561081114317708129e-01,0.000000000000000000e+00
-9.372822124283971545e-01,-6.403997096910012399e-01,-2.411101734467399893e-01,-5.607220445305710621e-01,2.878580855467737787e-01,-2.762668371058952799e-01,-5.420325464962048173e-02,9.882020307962886552e-01,8.882145004828282397e-01,-2.771082646403842942e-01,0.000000000000000000e+00
-9.478703981374697607e-01,-6.584936707483068918e-01,-3.049059102363316232e-01,-5.830878665795913296e-01,5.458743104505388022e-01,-1.813512259473095412e-01,-1.290759652145559780e-02,9.993334277743565197e-01,7.855736823318715256e-01,-2.564538878657058874e-01,0.000000000000000000e+00
-8.657104990538597722e-01,-5.454540056417368499e-01,-2.529048811697333643e-01,-4.993543017283946783e-01,4.563935846614990410e-01,-2.850203874948231131e-01,-1.115674002677070724e-02,9.995020259787040784e-01,8.616439237203410428e-01,-2.555784278770725226e-01,0.000000000000000000e+00
-9.804256259852753841e-01,-7.305618833125501199e-01,-4.507552483110070507e-01,-6.152130850265699058e-01,1.094615223332739307e+00,3.495433432151716369e-02,7.010020620619572540e-02,9.802152428052058886e-01,4.523506360490553435e-01,-2.149355367093376823e-01,0.000000000000000000e+00
-8.024717781459554944e-01,-4.816920993124836348e-01,-1.882913562786653616e-01,-4.454522097766687727e-01,2.475787630701598852e-01,-4.108607520833795768e-01,-3.665039673936382192e-02,9.946173741550661251e-01,9.373960352664143514e-01,-2.683272499245648590e-01,0.000000000000000000e+00
-3.785746981163420344e-01,-1.953397775153178917e-01,-1.629651199709790388e-01,-1.901253170173505813e-01,4.850383425301209028e-01,-8.343621207047456911e-01,4.919637502046837751e-02,9.902876464962008241e-01,9.233705863145006409e-01,-2.253968500734825076e-01,0.000000000000000000e+00
-4.287565617433607423e-01,-2.233557853340124855e-01,-7.319473301697693168e-02,-2.186786353198371946e-01,5.121430316512343150e-02,-8.571020448178938711e-01,-2.852973872314754078e-02,9.967406834373059299e-01,9.938443919997607123e-01,-2.642658370097716869e-01,0.000000000000000000e+00
-7.350276373670965313e-01,-4.241546739430326340e-01,-2.347197208479219199e-01,-4.003581895907855071e-01,5.265022625032418357e-01,-3.938651016393462378e-01,1.898243704409744576e-02,9.985579759235254649e-01,8.707875374196084595e-01,-2.405084964678107784e-01,0.000000000000000000e+00
-6.937828793878910716e-01,-3.924731389499956924e-01,-1.770804384107083351e-01,-3.736786078705248149e-01,3.070092508760888794e-01,-5.037495378197233142e-01,-1.273823195654856869e-02,9.993508093705216755e-01,9.385625889956111800e-01,-2.563692021020901879e-01,0.000000000000000000e+00
-4.310934516416147222e-01,-2.246814316693352409e-01,-1.397707442513563270e-01,-2.204328650182067473e-01,3.479887521352975632e-01,-7.990503412564070596e-01,2.091092190482776725e-02,9.982499137556885005e-01,9.522393881396868931e-01,-2.395441580455564823e-01,0.000000000000000000e+00
-6.350383230419712755e-01,-3.506607801630511334e-01,-1.235915832088122501e-01,-3.344304562712160367e-01,1.203092762687975048e-01,-6.191032358941650493e-01,-3.760488890404639628e-02,9.943328280937926422e-01,9.785340116960593582e-01,-2.688046605201501738e-01,0.000000000000000000e+00
-4.991900575424506603e-01,-2.642712166671248308e-01,-1.042784220431174080e-01,-2.577259579433638925e-01,1.395218731450538208e-01,-7.643212921227195977e-01,-2.035221320298314512e-02,9.983422347219168547e-01,9.827528569784713675e-01,-2.601764578719910626e-01,0.000000000000000000e+00
-6.170953744104479277e-01,-3.385225982922082655e-01,-1.962557826011666895e-01,-3.255384190459891802e-01,4.601769582541870296e-01,-5.467867880407372150e-01,2.133386590803643817e-02,9.981783600140776702e-01,9.086596734014837917e-01,-2.393326624540592085e-01,0.000000000000000000e+00
-5.883955003125249800e-02,-2.944102790644829298e-02,-7.582660885701334071e-03,-2.942746693033454486e-02,-2.673260165985680281e-03,-8.395577088656210885e-01,-5.352592962655357972e-03,9.998853946165412454e-01,9.999677268491113935e-01,-2.526763028710599102e-01,0.000000000000000000e+00
-1.769461173305979587e-02,-8.847883049377025869e-03,-5.574683531673133019e-03,-8.847612630777209469e-03,1.402621336314350750e-02,-7.243077317608267451e-01,8.630781492393250869e-04,9.999970203814738667e-01,9.999243520851162081e-01,-2.495684608985924147e-01,0.000000000000000000e+00
9.813202717634848804e-02,4.916488258715300680e-02,3.582526722604518349e-02,4.910435441920023292e-02,-9.973844901434708587e-02,-9.742761183752124410e-02,-8.435825142135396429e-03,9.997153204081675737e-01,9.965631773385581482e-01,-2.542179375845730060e-01,0.000000000000000000e+00
-1.401192190838679297e-01,-7.034874931387519181e-02,-1.820087696794599474e-01,-6.526410183930254905e-02,6.840551645827783744e-01,-9.999889937767455494e-01,1.101366275842164955e-01,9.506981701628840487e-01,8.687024386186793512e-01,-1.948759533632138108e-01,0.000000000000000000e+00
-5.017686485307583551e-03,-2.508856402302060435e-03,6.463291326234860135e-02,-2.472301919276328769e-03,-2.896592095421079982e-01,-6.002666952567461411e-01,-4.941550560413857096e-02,9.902006512101499958e-01,9.808924889194809982e-01,-2.747127818358338081e-01,0.000000000000000000e+00
2.295047098255301732e-01,1.160425553292894207e-01,6.537677155941949703e-02,1.155043976264929495e-01,-1.491673517683099193e-01,8.660370999404257697e-01,-5.564860967093031990e-03,9.998761241750591111e-01,9.904152285707219505e-01,-2.527824376640195880e-01,0.000000000000000000e+00
2.958368079802936035e-01,1.507280717382867008e-01,1.922214919910484460e-02,1.480249774774278493e-01,9.918480033735430079e-02,9.798623810541140511e-01,4.200158718285162962e-02,9.929268765771303018e-01,9.998538339425242505e-01,-2.289961185138401911e-01,0.000000000000000000e+00
7.292349904538672489e-02,3.650224237099110314e-02,3.952490850274797962e-02,3.643033564945408198e-02,-1.320890952172568966e-01,-2.508213934614382801e-01,-1.595685854329231476e-02,9.989811689145265960e-01,9.949682143392052369e-01,-2.579785985658158420e-01,0.000000000000000000e+00
5.562732343771883414e-01,2.991564731956781742e-01,1.408770320284828403e-01,2.906315214657818058e-01,-2.604163294610009616e-01,9.740449029605537101e-02,5.756285602144180745e-03,9.998674548487629377e-01,9.608389343951238004e-01,-2.471218492516719933e-01,0.000000000000000000e+00
7.997334577279903156e-01,4.791819600731226925e-01,2.111219117936402323e-01,4.460856703224932440e-01,-3.519280276355553072e-01,9.375589162404019961e-01,1.862164130687623750e-02,9.986122966461339345e-01,9.109556560486158361e-01,-2.406889102812639902e-01,0.000000000000000000e+00
6.437810922727452700e-01,3.566738626429670767e-01,1.783472016661937776e-01,3.426264608028111724e-01,-3.573002947675673613e-01,-8.128720135466809271e-01,-1.264285669536125952e-03,9.999936063133567643e-01,9.324132701104894672e-01,-2.506321429189704575e-01,0.000000000000000000e+00
6.660384127481294714e-01,3.722975835719340432e-01,2.782674427392244354e-01,3.459213542690800502e-01,-7.749492796626770152e-01,8.250049093367879394e-01,-7.050161895243818588e-02,9.799865167272635569e-01,7.866861107857615609e-01,-2.852654178525466655e-01,0.000000000000000000e+00
6.575220473224755446e-01,3.662639365248922529e-01,1.763097757417046718e-01,3.510859919066661172e-01,-3.361716838287823195e-01,-4.073034193460929320e-01,3.765468768309994732e-03,9.999432839076256574e-01,9.359219715876931911e-01,-2.481172633912727132e-01,0.000000000000000000e+00
