0.42957,0.56283,0.93456,0.93563,0.92168,0.96438,0.87771,0.99886,0.9638,0.95514,0.97824,0.97474,0.99056,0.77046,0.88879,0.97855,0.99501,0.97535,0.63602,0.92492,0.73438,0.0068717,0.58143,0.69361,-0.051165,-0.04711,-0.13244,-0.35625,-0.15883,-0.98743,-0.47478,-0.53914,-0.8766,-0.98164,-0.92479,-0.98909,-0.98946,-0.98793,-0.89723,-0.85624,-0.78435,-0.92934,-0.8785,-0.69388,-0.42858,-0.71726,0.11102,0.071804,-0.35075,0.36252,0.78908,0.96723,0.9978,0.97985,0.83121,0.83657,0.87336,0.30777,0.55068,0.50577,0.77557,0.057564,0.6233,0.040485,0.81302,0.41058,0.70622,0.71369,0.99567,0.96949,0.79269,0.55731,0.99408,0.41387,0.67616,0.75684,0.18068,0.87015,-0.0078262,0.32491,-0.24721,-0.47433,0.074975,-0.94844,-0.86531,-0.99895,-0.72073,-0.66756,-0.60174,-0.35119,-0.93001,0.026477,-0.90186,0.016011,-0.69481,0.52569,0.53831,0.93302,0.94956,0.98231,0.95483,0.90467,0.93755,0.072497,0.20466,0.14763,0.058376,0.47994,-0.079563,-0.023208,-0.37737,-0.022712,-0.94903,0.25293,-0.48487,-0.367,0.10789,-0.88839,0.44817,0.49903,-0.20222,0.20603,0.99067,0.78286,0.98768,0.99943,0.75905,0.32593,0.097165,-0.025124,0.021365,-0.359,0.36423,-0.040068,-0.12845,-0.68602,0.0043302,-0.95783,-0.46904,0.082227,0.68168,-0.083059,0.55663,0.97019,0.37401,0.54583,0.89925,0.98485,0.88039,0.91137,0.64933,0.46547,0.31551,0.98039,0.24162,0.0067225,-0.0065271,-0.20621,-0.4342,-0.27253,-0.75182,-0.53132,-0.55214,-0.21578,-0.92156,-0.0018473,-0.81407,-0.47606,-0.55793,0.10337,-0.17152,-0.11852,0.38338,0.60696,0.80978,0.94805,0.97843,0.97433,0.54798,0.99748,0.59382,0.63901,0.50719,0.67704,0.84704,-0.49221,0.44038,0.18963,-0.15053,0.32269,0.49068,0.99947,0.28123,0.96702,0.9559,0.96936,0.99986,0.99989,0.59838,0.32175
0.22382,0.32063,0.66028,0.67385,0.66609,0.74448,0.63982,0.86678,0.98308,0.99064,0.82051,0.97939,0.96038,0.87922,0.99058,0.98478,0.90808,0.87449,0.63506,0.99751,0.71554,0.38799,0.66428,0.73203,0.41215,0.43096,0.40722,0.3064,0.4279,-0.48068,0.28414,0.25612,-0.10046,-0.88274,-0.9947,-0.835,-0.83362,-0.42571,-0.065426,0.031448,0.1585,-0.11678,0.025275,0.30944,0.5329,0.31237,0.79447,0.79295,0.63232,0.89491,0.98507,0.99816,0.96334,0.92935,0.7643,0.76115,0.79108,-0.059699,0.37545,0.29941,0.64594,-0.62846,0.44141,-0.64805,0.64518,0.10701,0.50114,0.49842,0.84392,0.77872,0.55207,0.26277,0.79821,0.99991,0.98111,0.96331,0.99767,0.91792,0.98887,0.9975,0.95941,0.88778,0.99961,-0.12207,0.35707,-0.98815,0.7061,0.77982,0.84798,0.97016,-0.050548,0.99587,0.13573,0.99326,0.77602,0.88478,0.87215,0.65361,0.62016,0.3807,0.58317,0.62344,0.57429,-0.62469,-0.50672,-0.56949,-0.66014,-0.29984,-0.79506,-0.7522,-0.99427,-0.76381,0.17091,-0.56316,-0.98797,-0.99109,-0.70215,0.94218,-0.48233,-0.46018,-0.92597,-0.68377,0.12525,-0.3072,-0.059223,0.017601,0.3455,0.63067,0.7625,0.82953,0.79386,0.99009,0.54285,0.81391,0.86785,0.5709,0.76284,0.95858,0.9925,0.67934,0.17508,0.80288,0.2505,-0.21013,0.37835,0.21382,-0.58243,-0.3173,-0.62892,-0.61609,-0.78929,-0.86844,-0.91973,-0.58592,-0.94905,-0.98982,-0.99314,-0.99848,-0.95735,-0.9899,-0.67095,-0.90153,-0.88402,-0.98843,-0.060889,-0.99965,-0.51616,-0.89912,-0.84605,-0.99966,-0.97428,-0.97894,-0.9961,-0.97879,-0.94455,-0.89222,-0.87285,-0.74124,-0.23912,-0.82085,-0.31908,-0.38595,-0.22637,-0.4545,-0.65968,-0.94463,-0.16088,0.30587,0.99703,0.031614,-0.26821,-0.94475,0.11634,-0.98551,-0.87931,-0.99033,-0.96218,-0.96707,-0.96408,-0.90221
0.049746,0.16362,0.23348,0.31632,0.1951,0.30979,0.27194,0.50993,0.28973,0.41296,0.35002,0.42385,0.43528,0.63599,0.57591,0.54802,0.22982,0.22982,0.12953,0.49059,0.076526,0.059036,0.28368,0.17853,-0.024006,-0.18606,-0.058035,-0.061667,-0.025954,-0.43605,-0.27076,-0.068221,-0.34562,-0.53737,-0.80004,-0.80473,-0.65259,-0.5716,-0.37085,-0.32139,-0.35962,-0.51702,-0.60991,-0.35899,-0.18573,-0.28359,-0.041804,-0.17427,-0.27224,-0.071127,0.038221,0.17637,0.28956,0.25247,0.34403,0.46285,0.54518,0.64366,0.59213,0.58266,0.32027,0.7291,0.45841,0.40631,0.35997,0.60189,0.38497,0.51102,0.25874,0.28141,0.3492,0.34716,0.18541,-0.11003,-0.062068,0.059192,-0.22431,0.064027,-0.28719,-0.14262,-0.25871,-0.26931,-0.25477,-0.68957,-0.52901,-0.62303,-0.41517,-0.5788,-0.4093,-0.40885,-0.65547,-0.36008,-0.5902,-0.29776,-0.68835,-0.21231,-0.31531,-0.019605,-0.040931,0.055027,-0.062077,0.027704,0.1212,0.42857,0.50039,0.28376,0.4247,0.28452,0.44367,0.39001,0.62235,0.47917,0.89732,0.3049,0.57393,0.61714,0.34296,0.79681,0.38263,0.28642,0.59252,0.42637,-0.064441,0.31095,0.13874,-0.10215,-0.21159,-0.37521,-0.47993,-0.53994,-0.45026,-0.62664,-0.27796,-0.4322,-0.46,-0.63742,-0.41231,-0.98944,-0.59954,-0.45413,-0.22973,-0.50523,-0.37902,-0.0028559,-0.47978,-0.36409,-0.047671,-0.18533,0.1354,0.039403,0.17053,0.29402,0.12192,-0.014912,0.26251,0.23964,0.31598,0.36808,0.38871,0.32142,0.47226,0.39994,0.38456,0.37007,0.8095,0.13699,0.60133,0.28722,0.31228,0.17005,0.25435,0.27104,0.16021,0.10829,0.0454,-0.036946,-0.22506,-0.082979,-0.42317,-0.16207,-0.50465,-0.43781,-0.39297,-0.51426,-0.46001,-0.89262,-0.51815,-0.63383,-0.6813,-0.69037,-0.35909,-0.30669,-0.52053,-0.094572,-0.31141,-0.18245,-0.26994,-0.27691,0.092913,0.031674
0.21741,0.28822,0.54898,0.55285,0.51837,0.58097,0.47709,0.62982,0.70579,0.76427,0.57799,0.73674,0.70136,0.86201,0.79679,0.68818,0.57651,0.53138,0.2294,0.75685,0.27858,-0.12169,0.15123,0.2339,-0.17301,-0.17436,-0.22524,-0.32959,-0.24412,-0.77311,-0.41906,-0.41717,-0.66811,-0.87818,-0.91109,-0.82629,-0.88003,-0.801,-0.7098,-0.67732,-0.64574,-0.74741,-0.66622,-0.60734,-0.4707,-0.62187,-0.22686,-0.25481,-0.46138,-0.12196,0.13964,0.33032,0.47028,0.52376,0.67151,0.65622,0.58502,0.86495,0.77669,0.79489,0.67202,0.90845,0.74775,0.80686,0.63971,0.80196,0.69143,0.66245,0.39045,0.45602,0.62372,0.72144,0.37781,-0.24261,-0.093349,-0.040962,-0.37604,0.043807,-0.47232,-0.32416,-0.57982,-0.65591,-0.45943,-0.90798,-0.86331,-0.93597,-0.79271,-0.77818,-0.76165,-0.67235,-0.91781,-0.52195,-0.90446,-0.54481,-0.79077,-0.31198,-0.29149,-0.0079293,0.010262,0.25023,0.0063126,-0.068161,-0.030897,0.77157,0.7195,0.69346,0.76463,0.59942,0.79659,0.76639,0.8776,0.77381,0.99618,0.65802,0.89147,0.85703,0.69937,0.98123,0.55393,0.53293,0.77973,0.64419,-0.048994,0.32329,0.082389,-0.016224,-0.35182,-0.58686,-0.67436,-0.71594,-0.72047,-0.83586,-0.5943,-0.75388,-0.78584,-0.93458,-0.74957,-0.99449,-0.8954,-0.73898,-0.48212,-0.79993,-0.5543,-0.22288,-0.63595,-0.5799,0.091695,-0.21948,0.10025,0.06151,0.27088,0.35976,0.42336,-0.076256,0.46266,0.55237,0.55966,0.6352,0.71709,0.64763,0.82835,0.74048,0.74061,0.60824,0.8619,0.48099,0.83899,0.67041,0.69966,0.43628,0.55178,0.52754,0.28932,0.1569,0.0059084,-0.15061,-0.20526,-0.39951,-0.73619,-0.3649,-0.71711,-0.70985,-0.75835,-0.68418,-0.58308,-0.98735,-0.80758,-0.87969,-0.94808,-0.8291,-0.76497,-0.37514,-0.86617,-0.29078,-0.54968,-0.30964,-0.43669,-0.44096,0.00617,0.15521
0.96198,0.99534,0.96936,0.99089,0.95617,0.99662,0.97469,0.77238,0.87756,0.99995,0.93024,0.97691,0.92233,0.87034,0.82605,0.66142,0.99992,0.98618,0.87234,0.82954,0.98007,0.46385,0.13675,0.67023,0.62732,0.97929,0.61381,0.36449,0.39427,0.63957,0.85561,0.0021775,0.57246,0.48875,0.87613,0.9691,0.73721,0.7599,0.41152,0.27782,0.51378,0.69411,0.92864,0.54043,0.16972,0.14635,0.076559,0.55067,0.46121,0.37463,0.44308,0.25836,0.10246,0.36228,0.38049,-0.12051,-0.52032,-0.058436,-0.23314,-0.18152,0.34962,-0.18876,-0.020246,0.76691,-0.030327,-0.35398,-0.021818,-0.52122,-0.35848,-0.32107,-0.18341,0.15023,-0.19002,-0.31637,-0.21827,-0.62539,-0.21379,-0.52496,-0.23923,-0.49768,-0.65371,-0.8341,-0.4272,-0.36655,-0.65486,-0.82883,-0.80858,-0.30014,-0.7595,-0.54836,-0.64062,-0.40379,-0.78731,-0.6889,-0.26244,-0.55989,-0.17248,-0.71458,-0.63178,-0.55031,-0.60314,-0.9483,-0.9989,-0.74598,-0.96306,-0.40606,-0.80112,-0.7869,-0.79801,-0.73104,-0.95893,-0.9451,-0.92326,-0.81307,-0.91089,-0.99544,-0.8706,-0.95949,-0.9922,-0.98706,-0.97706,-0.99258,-0.96762,-0.86367,-0.91874,-0.91138,-0.9947,-0.98954,-0.97118,-0.96138,-0.99942,-0.99447,-0.92045,-0.95849,-0.948,-0.89804,-0.90769,-0.98631,-0.923,-0.954,-0.8801,-0.92783,-0.99051,-0.56286,-0.9979,-0.94606,-0.99535,-0.97308,-0.57903,-0.8016,-0.7192,-0.46542,-0.98116,-0.69121,-0.69689,-0.88956,-0.68341,-0.66658,-0.7713,-0.7931,-0.80611,-0.74753,-0.77917,-0.47691,-0.059025,-0.91926,-0.35532,-0.83822,-0.81847,-0.67298,-0.60209,-0.45826,-0.33034,-0.23349,-0.14893,-0.139,-0.72099,0.35327,-0.17725,-0.095175,-0.44841,-0.24103,0.1497,-0.48324,-0.53934,-0.14929,-0.074471,-0.12751,0.14652,-0.37454,0.58504,-0.35229,0.33854,0.37456,0.11327,0.0845,0.047356,0.055127,0.61908,0.076402
-0.92708,0.30121,0.70977,0.55572,0.66228,-0.99061,0.98002,-0.98416,0.60313,0.13017,0.05882,-0.99623,0.18926,0.30506,-0.30257,-0.17373,0.096456,0.98102,-0.9679,0.97476,0.99096,-0.87763,0.79357,-0.99783,-0.61214,-0.36831,-0.36473,-0.06676,-0.29339,0.61838,0.41059,0.19161,0.6274,0.67753,0.80292,0.88203,0.81433,0.84142,0.74986,0.72889,0.78458,0.88377,0.94436,0.82877,0.64886,0.79879,0.11535,0.39782,0.79404,-0.20228,0.29842,0.56676,-0.97426,-0.84379,-0.86251,0.102,-0.96468,-0.79352,-0.1621,0.71488,0.52968,-0.71237,0.99412,-0.40691,-0.59723,0.99986,0.66626,-0.21069,-0.5217,-0.99225,0.95904,0.16163,-0.82649,0.80156,0.24883,-0.25678,0.99329,-0.88448,0.99145,0.96962,0.98092,0.97366,0.9849,0.85793,0.88737,0.94438,0.89157,0.7581,0.85218,0.81268,0.78875,0.82995,0.78645,0.84497,0.57044,0.97229,0.91982,0.11777,-0.0074753,-0.61464,0.11508,0.59696,0.25185,-0.3697,-0.8839,0.91525,-0.88704,0.6483,0.87687,0.42673,-0.54556,-0.39776,0.7716,-0.22476,0.092578,-0.90242,0.97505,0.87866,-0.86749,-0.38972,0.99985,-0.016691,0.91817,0.82825,-0.57743,0.85525,0.46755,0.034891,-0.11657,-0.19185,-0.11602,-0.2325,0.039715,-0.14871,-0.18247,-0.12887,-0.19948,-0.046775,-0.2862,-0.33118,-0.044129,-0.39135,-0.3336,0.59843,-0.50179,-0.39053,0.050393,0.29639,-0.31498,0.49964,-0.70436,0.94184,-0.99763,0.88313,-0.9758,0.48448,0.88,0.9965,-0.9676,-0.2873,-0.78481,-0.34069,-0.84431,-0.84341,0.97653,-0.42206,-0.54135,-0.97818,0.33345,0.55793,0.24122,-0.62185,-0.97973,-0.78953,0.96953,0.088628,-0.44072,-0.64934,-0.95802,-0.7134,-0.99101,-0.98318,-0.96865,-0.99934,-0.998,-0.97267,-0.99953,-0.99984,-0.99472,-0.98472,-0.9918,-0.97194,-0.99955,-0.78991,-0.99982,-0.90256,-0.99482,-0.99806,0.71404,-0.115
0.045974,-0.01068,0.054525,-0.0025918,0.075295,0.020226,6.1463e-05,-0.063534,0.14394,0.069127,0.0051549,0.048375,0.023291,0.025851,0.01383,-0.027924,0.11124,0.083753,0.0076988,0.049436,0.074269,-0.1037,-0.12694,-0.019958,-0.065854,0.051333,-0.067689,-0.12549,-0.10638,-0.13297,-0.01991,-0.19102,-0.12505,-0.19001,-0.1134,-0.055982,-0.13783,-0.10976,-0.15919,-0.17597,-0.12251,-0.10997,-0.03098,-0.1048,-0.14095,-0.17807,-0.10113,-0.01891,-0.077835,-0.01771,0.053511,0.067352,0.080622,0.14528,0.19849,0.11826,0.046405,0.22482,0.16806,0.19019,0.23956,0.26704,0.2174,0.45806,0.18936,0.21504,0.22534,0.14224,0.077718,0.11105,0.20062,0.31203,0.12524,-0.084849,-0.017593,-0.073196,-0.10311,-0.017209,-0.13817,-0.12766,-0.25875,-0.34833,-0.15745,-0.3974,-0.41633,-0.56551,-0.4115,-0.2935,-0.37133,-0.26823,-0.46932,-0.16622,-0.49734,-0.22724,-0.31691,-0.091071,-0.019334,0.0085027,0.038799,0.16268,0.051581,-0.075931,-0.11688,0.43183,0.32784,0.49224,0.43678,0.33424,0.48491,0.4921,0.52404,0.43292,0.8533,0.41451,0.60905,0.51902,0.45044,0.81847,0.25387,0.28922,0.44099,0.33723,0.004606,0.086091,-0.027297,0.061336,-0.17137,-0.3169,-0.37623,-0.41356,-0.45413,-0.57361,-0.40872,-0.53095,-0.57377,-0.86468,-0.55359,-1.1407,-0.7592,-0.51831,-0.3244,-0.60653,-0.32265,-0.22787,-0.39027,-0.36822,0.12918,-0.08645,0.0014154,0.031982,0.15116,0.17328,0.37819,-0.066527,0.30886,0.452,0.40216,0.47996,0.61062,0.5445,0.82349,0.66489,0.68798,0.46008,0.88914,0.48633,0.80865,0.6762,0.7195,0.38077,0.47999,0.43068,0.20571,0.093314,-0.027466,-0.14112,-0.075619,-0.44106,-0.72011,-0.30822,-0.6571,-0.66959,-0.83812,-0.61354,-0.46859,-1.9485,-0.89337,-1.1082,-1.5435,-0.97999,-1.0161,-0.25575,-1.1889,-0.28682,-0.50368,-0.24631,-0.36356,-0.3679,-0.061851,0.16672
0.81547,0.67853,0.11998,0.11481,0.13641,0.057695,0.20476,0.00015595,0.093115,0.11495,0.024981,0.07664,0.038633,0.47118,0.27005,0.077896,0.00038218,0.018671,0.50562,0.21773,0.36195,0.98742,0.55425,0.40394,0.99519,0.99385,1,0.94866,0.99965,0.089858,0.88628,0.83844,0.37868,0.0006814,0.047394,0.00078473,0.0012677,0.11212,0.36461,0.4535,0.58435,0.3042,0.42404,0.7261,0.9516,0.7054,0.88727,0.90807,0.98634,0.66504,0.15906,1.9386e-07,0.10357,0.20304,0.57518,0.57056,0.50474,0.9993,0.91729,0.94633,0.69406,0.9393,0.87498,0.92569,0.65508,0.99072,0.80885,0.80445,0.17747,0.31362,0.71473,0.94608,0.20567,0.49187,0.19424,0.10837,0.7146,0.016386,0.85956,0.55737,0.97701,0.99242,0.78091,0.45426,0.65894,0.20752,0.86741,0.91617,0.95917,0.99221,0.54316,0.78367,0.6224,0.78401,0.91503,0.26423,0.24685,0.01418,0.029799,0.40114,0.039784,0.00453,0.024537,0.81468,0.90313,0.86278,0.79145,0.99862,0.66016,0.70794,0.34812,0.69921,0.057508,0.9057,0.22292,0.33489,0.79099,0.012264,0.98364,0.99431,0.47877,0.84798,0.21028,0.92301,0.49484,0.3135,0.0057303,0.31939,0.5448,0.65945,0.60986,0.91763,0.25966,0.65456,0.73163,0.99399,0.59703,0.68961,0.95846,0.50459,0.013677,0.65729,0.069563,0.2082,0.20016,0.06848,0.85938,0.28613,0.89316,0.84988,0.99779,0.92646,0.81639,0.67784,0.74458,0.51322,0.49495,0.29499,0.10358,0.22631,0.0070462,0.040093,0.029225,0.25924,0.17031,0.45447,0.04531,0.05441,0.018031,0.53967,0.268,0.31204,0.79419,0.9536,0.99519,0.87082,0.78817,0.3782,0.0092599,0.54307,0.00092815,0.0010214,0.015372,0.0085376,0.12689,0.83742,0.032089,0.18166,0.49178,0.083131,0.010603,0.70103,0.09949,0.88664,0.39224,0.88707,0.67875,0.68531,0.88016,0.61201
0.99734,0.98561,0.99848,0.96477,0.997,0.98628,0.98828,0.85735,0.97934,0.995,0.98862,0.99246,0.98519,0.92952,0.94985,0.93693,0.93942,0.95252,0.95625,0.99828,0.84735,0.97631,0.99272,0.95947,0.87839,0.53903,0.82672,0.87281,0.86581,0.44857,0.44019,0.8791,0.46746,0.28626,-0.1962,-0.32175,-0.044416,-0.014856,0.31823,0.38789,0.21532,-0.065233,-0.34995,0.09762,0.39637,0.27679,0.49984,0.13029,0.043278,0.24628,0.28459,0.46005,0.58353,0.4216,0.4661,0.70141,0.8393,0.75358,0.74352,0.6989,0.25805,0.74763,0.46592,0.04858,0.31442,0.60689,0.26725,0.5421,0.2183,0.18783,0.15904,-0.015597,-0.073307,-0.34061,-0.3718,-0.093091,-0.57832,-0.21429,-0.67382,-0.48804,-0.5493,-0.49108,-0.69254,-0.94973,-0.84317,-0.86617,-0.76119,-0.96681,-0.81929,-0.89526,-0.97446,-0.93287,-0.95546,-0.87535,-0.99496,-0.90245,-0.99238,-0.79395,-0.85461,-0.84665,-0.90645,-0.72715,-0.55748,-0.61194,-0.42625,-0.87008,-0.66928,-0.79732,-0.70721,-0.79455,-0.51242,-0.66776,-0.35539,-0.88991,-0.69883,-0.60051,-0.8999,-0.56219,-0.77394,-0.90727,-0.66099,-0.81431,-0.99771,-0.81764,-0.93711,-0.95834,-0.95788,-0.87488,-0.77674,-0.7051,-0.81885,-0.6445,-0.937,-0.82723,-0.79832,-0.68441,-0.81137,-0.24584,-0.62143,-0.67962,-0.85015,-0.61084,-0.60097,-0.9755,-0.43274,-0.59174,-0.72052,-0.63886,-0.9625,-0.85485,-0.92306,-0.98552,-0.71946,-0.78327,-0.90717,-0.80651,-0.90263,-0.91339,-0.8795,-0.8168,-0.8769,-0.83895,-0.79831,-0.86082,-0.99997,-0.42702,-0.93528,-0.56726,-0.57222,-0.49478,-0.57099,-0.61411,-0.54363,-0.50681,-0.45366,-0.34906,0.16078,-0.44308,0.15755,-0.10498,0.41143,0.30027,0.13596,0.52715,0.53816,0.75258,0.47312,0.61389,0.60286,0.76933,0.19077,0.5531,0.51777,0.12203,0.47409,0.4027,0.5254,0.55856,-0.010738,0.34262
-0.22701,-0.25595,-0.2252,-0.25495,-0.217,-0.24631,-0.25615,-0.29213,-0.19222,-0.23159,-0.26007,-0.24434,-0.25731,-0.26456,-0.26943,-0.28796,-0.21486,-0.22759,-0.25473,-0.25777,-0.22459,-0.29617,-0.32139,-0.27122,-0.27391,-0.21469,-0.27103,-0.29212,-0.28778,-0.25791,-0.23115,-0.31265,-0.25906,-0.26176,-0.21214,-0.18989,-0.22763,-0.22374,-0.25954,-0.26941,-0.24635,-0.22283,-0.18668,-0.23732,-0.27063,-0.26733,-0.2771,-0.23264,-0.23615,-0.24599,-0.23754,-0.24985,-0.25819,-0.23228,-0.22376,-0.26402,-0.29724,-0.24512,-0.26065,-0.25302,-0.21105,-0.24207,-0.23415,-0.14952,-0.23487,-0.25073,-0.22646,-0.2679,-0.26278,-0.25495,-0.23318,-0.19616,-0.23961,-0.25213,-0.24388,-0.27994,-0.23257,-0.26561,-0.22583,-0.25315,-0.25362,-0.26652,-0.23364,-0.18993,-0.21936,-0.22771,-0.23792,-0.18387,-0.22951,-0.2121,-0.19292,-0.20497,-0.20499,-0.22733,-0.15543,-0.22375,-0.18728,-0.24413,-0.23271,-0.21672,-0.22554,-0.27292,-0.30135,-0.18153,-0.22276,-0.14521,-0.1805,-0.19665,-0.16871,-0.16009,-0.17996,-0.18969,-0.14286,-0.17502,-0.15186,-0.18197,-0.16912,-0.13587,-0.23744,-0.21477,-0.20269,-0.21634,-0.23479,-0.28242,-0.28479,-0.21491,-0.22228,-0.18612,-0.1593,-0.14422,-0.16921,-0.12884,-0.21594,-0.17412,-0.16686,-0.13839,-0.17674,-0.092125,-0.13325,-0.15913,-0.22082,-0.14492,-0.17225,-0.28338,-0.14208,-0.17567,-0.2127,-0.2141,-0.27918,-0.25249,-0.2473,-0.25892,-0.17187,-0.25755,-0.21272,-0.16376,-0.18942,-0.17089,-0.1335,-0.14506,-0.088262,-0.11955,-0.11092,-0.17827,-0.12509,-0.14107,-0.11178,-0.1011,-0.092068,-0.1801,-0.1587,-0.17689,-0.23309,-0.25436,-0.26589,-0.25852,-0.19509,-0.2533,-0.11895,-0.22331,-0.091694,-0.11189,-0.12112,-0.086539,-0.10907,-0.0026355,-0.073896,-0.037741,-0.029647,-0.019647,-0.11758,-0.16648,-0.060564,-0.24289,-0.15264,-0.21006,-0.17421,-0.17086,-0.28355,-0.22399
